ID,Company,Role,Location,Mode,Duration,Qualification,Course,Preferred Skills,No Of Opportunities,Start Date,End Date,Benefits,Job Description,Expected Learning,Skills Acquired
290,TCS,Operations,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,BBA - Bachelor of Business Administration,BBA,4,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support workforce analytics, business finance, and talent acquisition through data management, reporting, P, L analysis, recruitment coordination, and dashboard creation using Excel, Power BI, AI tools, and business intelligence platforms.","AI, PMO and business intelligence fundamentals, end-to-end recruitment processes, talent sourcing and screening, interview coordination, stakeholder management, and professional business communication skills.","Workforce analytics, financial analysis, advanced Excel, Power BI reporting, recruitment operations, data-driven decision-making, dashboard creation, business communication, AI tools, PMO fundamentals, and process automation."
291,Various Companies,Assest Engineer,"Coimbatore, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,B.E./BTech (CS/IT),2,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support IT hardware asset management by maintaining inventory records, ensuring process compliance, tracking asset lifecycle activities, supporting audits, and delivering timely services in line with HAM policies, SLAs, and governance standards.","IT Asset Management, inventory control, hardware lifecycle processes, asset audits and compliance, SLA management, reporting and documentation, Excel-based tracking, IT operations fundamentals, and stakeholder coordination.","IT asset management, inventory tracking, hardware lifecycle management, audit and compliance practices, SLA management, reporting, Excel-based data analysis, process governance, stakeholder coordination, and IT operations fundamentals."
292,Hyatt,Hotelier in Training,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.H.M.-Bachelor of Hotel Management,1. Ability to speak read & write English. 2. Good interpersonal skills. 3. Subject knowledge of graduation 4. Ethical,16,01 Jul 2026,20 Jul 2026,Total Financial Assistance (per month): ₹9000 | Meal Benefits: Free | Health Benefits: Medical Checkups | Recreational Facilities: Indoor Sports,"Assist in Front Office, Housekeeping and Food, Beverage operations, including guest services, room readiness, dining support, inventory management, reporting and adherence to safety, hygiene and quality standards.","Gain practical exposure to hotel operations, guest experience management, cross-functional collaboration, operational processes, inventory control, Hostility excellence and professional workplace readiness within a hospitality environment.","Develop hospitality operations expertise, Hostility skills, workplace communication, PMS/POS system knowledge, teamwork, problem-solving abilities, time management and understanding of quality and compliance standards."
293,Godrej,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable Products, Retail Outlet Handling",Achieving the expected business outcomes.,"Sales, Marketing, Negotiation Skills"
294,TCS,GenAI Data Engineer Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,-,10,02 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build and support AI-ready data pipelines, optimize SQL queries, prepare structured and unstructured data, manage vector databases, and collaborate with Data Scientists to enable ML and Generative AI solutions.","Gain real-world exposure to AI, Machine Learning, Generative AI, data engineering, cloud technologies, vector databases, and enterprise-scale data platforms while working with experienced architects and AI practitioners.","Develop hands-on expertise in Python, SQL, ETL/ELT pipelines, cloud platforms, vector databases, data engineering, machine learning workflows, Generative AI, RAG architecture, and production-grade data solutions."
295,Tech Mahindra,Project Management Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,"Good communication skills, understanding of local language, basic computer knowledge and MS Excel knowledge",4,01 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build in-demand project management skills through hands-on exposure to PMO operations, stakeholder collaboration, dashboard analytics, resource planning, risk management, and business reporting in a dynamic corporate environment.","Gain real-world exposure to project management, PMO governance, stakeholder engagement, resource planning, budget tracking, data-driven reporting, and industry-standard project management practices used in global organizations.","Develop sought-after skills in project management, PMO operations, stakeholder communication, data-driven reporting, resource planning, risk tracking, and dashboard analytics using industry-standard tools and practices."
296,Amazon India,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,BBA - Bachelor of Business Administration,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
297,Freshworks,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,B.Com -Bachelor of Commerce,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
298,Voltas,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable","Time Management, Organizationvhg Adaptability, Problem-Solving Sales Fundamentals","Communication Skill, Time Management , Interpersonal, Teamwork"
299,LG Electronics,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"sales, Marketing, Consumer Durable","Time Management, Organization, Adaptability, Problem-Solving, Sales Fundamentals","Communication Skills, Time Management, Interpersonal, Teamwork"
300,LG Electronics,Sales Field Intern,"Chengalpattu, TAMIL NADU",In-Person,6 months,10th,All Subjects,10th and 12th,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable",Achieving the expected business outcomes,"Sales, Marketing, Negotiation Skills"
301,Crompton,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,10th,All Subjects,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Retail Outlet handling, Consumer Durable Products",Achieving the business expected outcomes,"Sales, Marketing, Negotiation Skills"
302,Accenture,Operations,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,BBA - Bachelor of Business Administration,BBA,4,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support workforce analytics, business finance, and talent acquisition through data management, reporting, P, L analysis, recruitment coordination, and dashboard creation using Excel, Power BI, AI tools, and business intelligence platforms.","AI, PMO and business intelligence fundamentals, end-to-end recruitment processes, talent sourcing and screening, interview coordination, stakeholder management, and professional business communication skills.","Workforce analytics, financial analysis, advanced Excel, Power BI reporting, recruitment operations, data-driven decision-making, dashboard creation, business communication, AI tools, PMO fundamentals, and process automation."
303,Various Companies,Assest Engineer,"Coimbatore, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,B.E./BTech (CS/IT),2,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support IT hardware asset management by maintaining inventory records, ensuring process compliance, tracking asset lifecycle activities, supporting audits, and delivering timely services in line with HAM policies, SLAs, and governance standards.","IT Asset Management, inventory control, hardware lifecycle processes, asset audits and compliance, SLA management, reporting and documentation, Excel-based tracking, IT operations fundamentals, and stakeholder coordination.","IT asset management, inventory tracking, hardware lifecycle management, audit and compliance practices, SLA management, reporting, Excel-based data analysis, process governance, stakeholder coordination, and IT operations fundamentals."
304,Oberoi Hotels,Hotelier in Training,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.H.M.-Bachelor of Hotel Management,1. Ability to speak read & write English. 2. Good interpersonal skills. 3. Subject knowledge of graduation 4. Ethical,16,01 Jul 2026,20 Jul 2026,Total Financial Assistance (per month): ₹9000 | Meal Benefits: Free | Health Benefits: Medical Checkups | Recreational Facilities: Indoor Sports,"Assist in Front Office, Housekeeping and Food, Beverage operations, including guest services, room readiness, dining support, inventory management, reporting and adherence to safety, hygiene and quality standards.","Gain practical exposure to hotel operations, guest experience management, cross-functional collaboration, operational processes, inventory control, Hostility excellence and professional workplace readiness within a hospitality environment.","Develop hospitality operations expertise, Hostility skills, workplace communication, PMS/POS system knowledge, teamwork, problem-solving abilities, time management and understanding of quality and compliance standards."
305,Godrej,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable Products, Retail Outlet Handling",Achieving the expected business outcomes.,"Sales, Marketing, Negotiation Skills"
306,IBM India,GenAI Data Engineer Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,-,10,02 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build and support AI-ready data pipelines, optimize SQL queries, prepare structured and unstructured data, manage vector databases, and collaborate with Data Scientists to enable ML and Generative AI solutions.","Gain real-world exposure to AI, Machine Learning, Generative AI, data engineering, cloud technologies, vector databases, and enterprise-scale data platforms while working with experienced architects and AI practitioners.","Develop hands-on expertise in Python, SQL, ETL/ELT pipelines, cloud platforms, vector databases, data engineering, machine learning workflows, Generative AI, RAG architecture, and production-grade data solutions."
307,TCS,Project Management Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,"Good communication skills, understanding of local language, basic computer knowledge and MS Excel knowledge",4,01 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build in-demand project management skills through hands-on exposure to PMO operations, stakeholder collaboration, dashboard analytics, resource planning, risk management, and business reporting in a dynamic corporate environment.","Gain real-world exposure to project management, PMO governance, stakeholder engagement, resource planning, budget tracking, data-driven reporting, and industry-standard project management practices used in global organizations.","Develop sought-after skills in project management, PMO operations, stakeholder communication, data-driven reporting, resource planning, risk tracking, and dashboard analytics using industry-standard tools and practices."
308,Amazon India,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,BBA - Bachelor of Business Administration,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
309,Flipkart,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,B.Com -Bachelor of Commerce,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
310,Godrej,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable","Time Management, Organizationvhg Adaptability, Problem-Solving Sales Fundamentals","Communication Skill, Time Management , Interpersonal, Teamwork"
311,Godrej,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"sales, Marketing, Consumer Durable","Time Management, Organization, Adaptability, Problem-Solving, Sales Fundamentals","Communication Skills, Time Management, Interpersonal, Teamwork"
312,Crompton,Sales Field Intern,"Chengalpattu, TAMIL NADU",In-Person,6 months,10th,All Subjects,10th and 12th,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable",Achieving the expected business outcomes,"Sales, Marketing, Negotiation Skills"
313,Crompton,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,10th,All Subjects,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Retail Outlet handling, Consumer Durable Products",Achieving the business expected outcomes,"Sales, Marketing, Negotiation Skills"
314,Cognizant,Operations,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,BBA - Bachelor of Business Administration,BBA,4,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support workforce analytics, business finance, and talent acquisition through data management, reporting, P, L analysis, recruitment coordination, and dashboard creation using Excel, Power BI, AI tools, and business intelligence platforms.","AI, PMO and business intelligence fundamentals, end-to-end recruitment processes, talent sourcing and screening, interview coordination, stakeholder management, and professional business communication skills.","Workforce analytics, financial analysis, advanced Excel, Power BI reporting, recruitment operations, data-driven decision-making, dashboard creation, business communication, AI tools, PMO fundamentals, and process automation."
315,Various Companies,Assest Engineer,"Coimbatore, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,B.E./BTech (CS/IT),2,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support IT hardware asset management by maintaining inventory records, ensuring process compliance, tracking asset lifecycle activities, supporting audits, and delivering timely services in line with HAM policies, SLAs, and governance standards.","IT Asset Management, inventory control, hardware lifecycle processes, asset audits and compliance, SLA management, reporting and documentation, Excel-based tracking, IT operations fundamentals, and stakeholder coordination.","IT asset management, inventory tracking, hardware lifecycle management, audit and compliance practices, SLA management, reporting, Excel-based data analysis, process governance, stakeholder coordination, and IT operations fundamentals."
316,ITC Hotels,Hotelier in Training,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.H.M.-Bachelor of Hotel Management,1. Ability to speak read & write English. 2. Good interpersonal skills. 3. Subject knowledge of graduation 4. Ethical,16,01 Jul 2026,20 Jul 2026,Total Financial Assistance (per month): ₹9000 | Meal Benefits: Free | Health Benefits: Medical Checkups | Recreational Facilities: Indoor Sports,"Assist in Front Office, Housekeeping and Food, Beverage operations, including guest services, room readiness, dining support, inventory management, reporting and adherence to safety, hygiene and quality standards.","Gain practical exposure to hotel operations, guest experience management, cross-functional collaboration, operational processes, inventory control, Hostility excellence and professional workplace readiness within a hospitality environment.","Develop hospitality operations expertise, Hostility skills, workplace communication, PMS/POS system knowledge, teamwork, problem-solving abilities, time management and understanding of quality and compliance standards."
317,Havells,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable Products, Retail Outlet Handling",Achieving the expected business outcomes.,"Sales, Marketing, Negotiation Skills"
318,TCS,GenAI Data Engineer Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,-,10,02 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build and support AI-ready data pipelines, optimize SQL queries, prepare structured and unstructured data, manage vector databases, and collaborate with Data Scientists to enable ML and Generative AI solutions.","Gain real-world exposure to AI, Machine Learning, Generative AI, data engineering, cloud technologies, vector databases, and enterprise-scale data platforms while working with experienced architects and AI practitioners.","Develop hands-on expertise in Python, SQL, ETL/ELT pipelines, cloud platforms, vector databases, data engineering, machine learning workflows, Generative AI, RAG architecture, and production-grade data solutions."
319,TCS,Project Management Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,"Good communication skills, understanding of local language, basic computer knowledge and MS Excel knowledge",4,01 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build in-demand project management skills through hands-on exposure to PMO operations, stakeholder collaboration, dashboard analytics, resource planning, risk management, and business reporting in a dynamic corporate environment.","Gain real-world exposure to project management, PMO governance, stakeholder engagement, resource planning, budget tracking, data-driven reporting, and industry-standard project management practices used in global organizations.","Develop sought-after skills in project management, PMO operations, stakeholder communication, data-driven reporting, resource planning, risk tracking, and dashboard analytics using industry-standard tools and practices."
320,Freshworks,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,BBA - Bachelor of Business Administration,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
321,Amazon India,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,B.Com -Bachelor of Commerce,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
322,Reliance Retail,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable","Time Management, Organizationvhg Adaptability, Problem-Solving Sales Fundamentals","Communication Skill, Time Management , Interpersonal, Teamwork"
323,LG Electronics,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"sales, Marketing, Consumer Durable","Time Management, Organization, Adaptability, Problem-Solving, Sales Fundamentals","Communication Skills, Time Management, Interpersonal, Teamwork"
324,Samsung India,Sales Field Intern,"Chengalpattu, TAMIL NADU",In-Person,6 months,10th,All Subjects,10th and 12th,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable",Achieving the expected business outcomes,"Sales, Marketing, Negotiation Skills"
325,Samsung India,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,10th,All Subjects,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Retail Outlet handling, Consumer Durable Products",Achieving the business expected outcomes,"Sales, Marketing, Negotiation Skills"
326,Infosys,Operations,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,BBA - Bachelor of Business Administration,BBA,4,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support workforce analytics, business finance, and talent acquisition through data management, reporting, P, L analysis, recruitment coordination, and dashboard creation using Excel, Power BI, AI tools, and business intelligence platforms.","AI, PMO and business intelligence fundamentals, end-to-end recruitment processes, talent sourcing and screening, interview coordination, stakeholder management, and professional business communication skills.","Workforce analytics, financial analysis, advanced Excel, Power BI reporting, recruitment operations, data-driven decision-making, dashboard creation, business communication, AI tools, PMO fundamentals, and process automation."
327,Various Companies,Assest Engineer,"Coimbatore, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,B.E./BTech (CS/IT),2,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support IT hardware asset management by maintaining inventory records, ensuring process compliance, tracking asset lifecycle activities, supporting audits, and delivering timely services in line with HAM policies, SLAs, and governance standards.","IT Asset Management, inventory control, hardware lifecycle processes, asset audits and compliance, SLA management, reporting and documentation, Excel-based tracking, IT operations fundamentals, and stakeholder coordination.","IT asset management, inventory tracking, hardware lifecycle management, audit and compliance practices, SLA management, reporting, Excel-based data analysis, process governance, stakeholder coordination, and IT operations fundamentals."
328,Oberoi Hotels,Hotelier in Training,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.H.M.-Bachelor of Hotel Management,1. Ability to speak read & write English. 2. Good interpersonal skills. 3. Subject knowledge of graduation 4. Ethical,16,01 Jul 2026,20 Jul 2026,Total Financial Assistance (per month): ₹9000 | Meal Benefits: Free | Health Benefits: Medical Checkups | Recreational Facilities: Indoor Sports,"Assist in Front Office, Housekeeping and Food, Beverage operations, including guest services, room readiness, dining support, inventory management, reporting and adherence to safety, hygiene and quality standards.","Gain practical exposure to hotel operations, guest experience management, cross-functional collaboration, operational processes, inventory control, Hostility excellence and professional workplace readiness within a hospitality environment.","Develop hospitality operations expertise, Hostility skills, workplace communication, PMS/POS system knowledge, teamwork, problem-solving abilities, time management and understanding of quality and compliance standards."
329,Voltas,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable Products, Retail Outlet Handling",Achieving the expected business outcomes.,"Sales, Marketing, Negotiation Skills"
330,TCS,GenAI Data Engineer Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,-,10,02 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build and support AI-ready data pipelines, optimize SQL queries, prepare structured and unstructured data, manage vector databases, and collaborate with Data Scientists to enable ML and Generative AI solutions.","Gain real-world exposure to AI, Machine Learning, Generative AI, data engineering, cloud technologies, vector databases, and enterprise-scale data platforms while working with experienced architects and AI practitioners.","Develop hands-on expertise in Python, SQL, ETL/ELT pipelines, cloud platforms, vector databases, data engineering, machine learning workflows, Generative AI, RAG architecture, and production-grade data solutions."
331,TCS,Project Management Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,"Good communication skills, understanding of local language, basic computer knowledge and MS Excel knowledge",4,01 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build in-demand project management skills through hands-on exposure to PMO operations, stakeholder collaboration, dashboard analytics, resource planning, risk management, and business reporting in a dynamic corporate environment.","Gain real-world exposure to project management, PMO governance, stakeholder engagement, resource planning, budget tracking, data-driven reporting, and industry-standard project management practices used in global organizations.","Develop sought-after skills in project management, PMO operations, stakeholder communication, data-driven reporting, resource planning, risk tracking, and dashboard analytics using industry-standard tools and practices."
332,Amazon India,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,BBA - Bachelor of Business Administration,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
333,Paytm,Invoice Processing Internship,"Chennai, TAMIL NADU",Hybrid,6 months,Graduation,B.Com -Bachelor of Commerce,knowledge of invoice verification and documentation processes.,25,08 Jul 2026,23 Jul 2026,Total Financial Assistance (per month): ₹9000,"Supported Accounts Payable activities by processing invoices and credit notes, validating approvals and GL codes, performing compliance checks, reconciling records, auditing claims, and assisting with month-end reporting.","Gain practical knowledge of Accounts Payable processes, invoice and expense claim processing, ERP systems, GL coding, compliance checks, reconciliations, audit procedures, payment processing, month-end activities, and financial controls.",Invoice Processing Associate
334,LG Electronics,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable","Time Management, Organizationvhg Adaptability, Problem-Solving Sales Fundamentals","Communication Skill, Time Management , Interpersonal, Teamwork"
335,Crompton,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"sales, Marketing, Consumer Durable","Time Management, Organization, Adaptability, Problem-Solving, Sales Fundamentals","Communication Skills, Time Management, Interpersonal, Teamwork"
336,Godrej,Sales Field Intern,"Chengalpattu, TAMIL NADU",In-Person,6 months,10th,All Subjects,10th and 12th,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable",Achieving the expected business outcomes,"Sales, Marketing, Negotiation Skills"
337,Reliance Retail,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,10th,All Subjects,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Retail Outlet handling, Consumer Durable Products",Achieving the business expected outcomes,"Sales, Marketing, Negotiation Skills"
338,TCS,Operations,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,BBA - Bachelor of Business Administration,BBA,4,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support workforce analytics, business finance, and talent acquisition through data management, reporting, P, L analysis, recruitment coordination, and dashboard creation using Excel, Power BI, AI tools, and business intelligence platforms.","AI, PMO and business intelligence fundamentals, end-to-end recruitment processes, talent sourcing and screening, interview coordination, stakeholder management, and professional business communication skills.","Workforce analytics, financial analysis, advanced Excel, Power BI reporting, recruitment operations, data-driven decision-making, dashboard creation, business communication, AI tools, PMO fundamentals, and process automation."
339,Various Companies,Assest Engineer,"Coimbatore, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,B.E./BTech (CS/IT),2,06 Jul 2026,21 Jul 2026,Total Financial Assistance (per month): ₹9000,"Support IT hardware asset management by maintaining inventory records, ensuring process compliance, tracking asset lifecycle activities, supporting audits, and delivering timely services in line with HAM policies, SLAs, and governance standards.","IT Asset Management, inventory control, hardware lifecycle processes, asset audits and compliance, SLA management, reporting and documentation, Excel-based tracking, IT operations fundamentals, and stakeholder coordination.","IT asset management, inventory tracking, hardware lifecycle management, audit and compliance practices, SLA management, reporting, Excel-based data analysis, process governance, stakeholder coordination, and IT operations fundamentals."
340,Marriott,Hotelier in Training,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.H.M.-Bachelor of Hotel Management,1. Ability to speak read & write English. 2. Good interpersonal skills. 3. Subject knowledge of graduation 4. Ethical,16,01 Jul 2026,20 Jul 2026,Total Financial Assistance (per month): ₹9000 | Meal Benefits: Free | Health Benefits: Medical Checkups | Recreational Facilities: Indoor Sports,"Assist in Front Office, Housekeeping and Food, Beverage operations, including guest services, room readiness, dining support, inventory management, reporting and adherence to safety, hygiene and quality standards.","Gain practical exposure to hotel operations, guest experience management, cross-functional collaboration, operational processes, inventory control, Hostility excellence and professional workplace readiness within a hospitality environment.","Develop hospitality operations expertise, Hostility skills, workplace communication, PMS/POS system knowledge, teamwork, problem-solving abilities, time management and understanding of quality and compliance standards."
341,Crompton,Sales Field Intern,"Chennai, TAMIL NADU",In-Person,9 months,12th,ANY,12th and above,10,14 Jul 2026,29 Jul 2026,Total Financial Assistance (per month): ₹9000,"Sales, Marketing, Consumer Durable Products, Retail Outlet Handling",Achieving the expected business outcomes.,"Sales, Marketing, Negotiation Skills"
342,Infosys,GenAI Data Engineer Intern,"Chennai, TAMIL NADU",In-Person,9 months,Graduation,B.Tech/B.E.,-,10,02 Jul 2026,31 Jul 2026,Total Financial Assistance (per month): ₹9000,"Build and support AI-ready data pipelines, optimize SQL queries, prepare structured and unstructured data, manage vector databases, and collaborate with Data Scientists to enable ML and Generative AI solutions.","Gain real-world exposure to AI, Machine Learning, Generative AI, data engineering, cloud technologies, vector databases, and enterprise-scale data platforms while working with experienced architects and AI practitioners.","Develop hands-on expertise in Python, SQL, ETL/ELT pipelines, cloud platforms, vector databases, data engineering, machine learning workflows, Generative AI, RAG architecture, and production-grade data solutions."
